embedding_x,embedding_y
8.477868,4.687235
19.248728,-4.5231566
19.374989,-4.9093285
7.0491643,-2.021162
10.336296,-6.11202
13.247759,-7.4035134
11.9703665,14.579733
9.297348,-3.961832
4.63198,19.472685
11.027492,-6.2047553
-11.420144,4.728704
15.3054695,13.398901
8.8529415,13.818672
13.307301,-7.2449884
12.1901865,13.961952
4.581359,19.53324
12.950136,1.4377556
12.562679,14.712641
14.053761,-4.630105
-11.972879,2.8920686
14.868348,-7.5429854
-0.749329,19.255062
6.7306876,8.294198
20.18987,11.769047
-10.851967,-2.2970283
2.9761267,-6.504074
14.666623,-7.6790776
-2.9962656,11.275808
13.316252,-7.24637
19.446047,-3.433442
19.906704,-5.2725506
9.6046095,-7.7983546
6.952129,8.492114
-8.5394745,4.317545
8.66555,-4.450048
-8.465766,-15.818625
-12.473515,3.1862264
13.013157,1.5018748
12.146856,6.538852
15.295994,-5.9745307
-11.951425,-1.9786648
-8.404801,4.703732
-12.613863,2.7895415
11.791516,14.398333
-8.296904,4.868554
13.929258,2.6633132
-10.158005,7.2154384
20.285234,-5.7354636
-8.770976,8.758507
10.880747,-6.191378
-4.984745,-5.1030354
6.849851,-4.0921664
-12.678453,3.1327069
3.0491908,-6.451521
15.490693,9.074674
12.885899,1.3667749
15.632982,-7.1300054
15.314895,-5.9418874
14.416938,2.368845
13.0782585,14.304353
-10.142363,7.234714
20.08207,5.6663046
13.158832,1.5784019
14.151126,1.9401647
20.29156,-5.5684094
14.649693,-6.3527513
11.030522,-6.21233
19.5794,-5.034628
-8.506945,4.268721
16.271408,-6.9425306
-5.277057,8.275264
15.326913,-5.9324274
-4.8639817,15.176618
-3.729246,5.60334
19.736664,4.9608827
14.241216,13.517631
-2.5212665,20.020374
-14.546739,-7.252933
14.396941,2.519129
-12.8735285,3.070222
-4.9754415,-5.114952
-8.295294,3.4749956
10.17589,19.353455
15.248593,13.124325
7.5453963,-14.88853
-8.363758,4.800363
4.588966,1.2575495
-12.6026325,3.1254888
9.334409,-4.023887
20.191565,11.766943
-4.078723,-13.431186
-11.957543,2.8350217
20.396029,-5.628388
16.282494,-6.921859
-8.146264,3.504274
-8.226948,-16.246143
6.40885,9.80171
10.380148,-6.355374
10.839385,-6.1558948
13.718846,2.4660363
-4.865546,15.174359
5.2225084,3.4870214
-12.660575,3.1124344
19.465456,-3.4371698
-12.495481,3.0842214
15.334913,-5.918571
14.100117,-5.921351
14.487759,13.443063
13.088463,14.295906
-9.742812,13.916278
15.106044,13.485715
7.563523,-14.906615
-12.490965,2.6870832
12.911513,1.3882608
-3.0674055,11.286851
10.306157,-6.0919204
20.19371,11.764459
11.859918,14.285318
12.334129,14.720863
-3.0582356,11.281327
1.965091,19.805168
11.594581,-6.516156
19.719233,4.9662776
14.160131,1.9067829
-14.546588,-7.253085
13.501389,-6.0242257
13.32715,-7.2696333
10.996197,-6.1932592
13.703884,-7.3946285
6.62138,9.154888
14.774905,13.477504
-4.0814333,-13.4288845
15.347895,13.340386
6.5228114,9.990758
8.845541,-1.4807245
8.855382,-1.4632839
-8.145846,3.50285
8.807685,-1.438423
-2.7788672,10.703163
7.3362117,-2.2947335
19.3081,-4.937332
2.9630635,-6.518753
3.1930566,-6.3347983
20.321096,-5.595854
20.296095,-5.5916657
17.915426,-3.9988463
16.240082,-6.932393
18.352156,-5.4178133
13.412004,-7.404979
-11.54074,4.6175084
15.522491,9.013397
14.487237,-6.2717094
0.037705008,3.474982
-5.713209,16.973099
-8.244609,-16.229866
7.7770777,-3.2690876
16.216791,-6.942238
15.5256,9.003057
-2.8601458,2.6215394
0.5497721,19.867954
0.6110102,-10.051948
6.5585914,9.317228
-9.488801,14.222306
14.505884,13.339254
19.7127,4.9183145
7.5309963,-14.874077
17.962427,-4.046485
14.62186,-7.6653934
13.346955,1.748816
10.202257,-6.0055323
16.28686,-6.953097
7.460805,-14.803651
11.602963,-6.536464
-9.6439,13.58158
2.5853167,13.087209
-13.660757,-10.897332
14.664102,-7.667686
-5.7442207,17.003992
20.271864,-5.7171326
18.009882,-5.2397804
19.447918,-3.446739
8.841714,-1.4780949
20.193039,11.765876
14.483829,-6.261372
12.097466,7.2915835
-10.194066,-2.420061
12.942901,1.4153905
7.387207,-2.3011513
-11.701746,4.447598
5.2239184,3.4720457
0.32602838,-2.1598437
20.361986,-5.617941
19.299843,-4.576396
6.270697,-6.0151124
-3.7533555,5.5783625
7.054513,-2.0288866
15.553287,-7.1151433
7.305997,-2.2528286
6.7158504,-4.695465
8.685424,-3.5515957
-8.2745695,4.8963614
13.88637,2.6149988
7.603387,8.73009
8.624997,-5.5357714
20.299326,-5.586352
17.912613,-4.003047
12.903817,1.3832215
19.310333,-3.581631
18.280806,-5.2264757
-2.819639,10.713275
0.32529962,-2.15991
13.857063,2.5832806
-11.912359,-1.9516848
-3.5959394,11.014096
19.2546,-4.5647573
10.305612,19.482399
-11.700287,4.444288
19.959341,5.755062
19.271425,-4.7886276
-8.766254,2.178213
20.149727,11.808165
10.295954,-6.1198254
18.219023,-5.393486
19.240852,-4.5608063
0.7547312,19.951122
-10.82708,-2.3051405
-12.435074,2.600794
10.144516,-5.8675127
3.2828562,-6.2591667
18.084665,-5.335702
14.079161,-5.036398
8.680166,-4.101229
12.10495,7.2852535
14.887168,-7.5276604
-12.444237,2.6265013
-9.556802,13.547368
7.0670705,-2.0375192
19.277218,-3.711515
-10.813024,-2.309268
18.551197,-5.024361
18.127863,-4.2277503
13.276043,-7.263352
7.3605576,-2.8727508
8.5684185,3.2378404
10.895985,-6.232114
19.25887,-4.571415
7.5459514,8.624026
-10.188486,-2.4138794
15.564654,-7.0905914
12.123153,6.635891
-4.0868816,-13.423953
13.30904,2.1991513
19.724379,4.938729
14.362684,2.5724416
-8.301404,4.866739
20.127993,-5.4432364
-10.186775,-2.415483
15.308042,13.172561
-8.252009,3.9920924
-14.546692,-7.2532115
14.436075,-6.3154163
6.5237446,9.915124
8.802251,13.805575
20.203362,11.753623
-3.7322671,5.600528
-2.8110676,10.811049
-2.74632,10.646432
12.292871,6.696252
14.879895,-6.457766
-3.7762537,9.44714
14.877098,-7.4856315
6.8706245,-4.040706
-8.234878,-16.236713
12.991521,14.481599
-2.4747348,11.159458
-11.939794,-1.982668
3.2289197,-6.3080497
19.92588,5.615674
15.500358,9.066117
-5.7362156,16.995863
-3.6048293,11.010862
16.227058,-6.9473405
14.446354,2.558077
6.7926517,-4.51171
12.058492,6.927899
-2.0885916,11.444406
14.86955,-7.5449767
8.866803,-3.8063946
20.705248,-5.844258
19.95648,5.889397
19.552422,-5.014555
12.172396,6.597177
7.1360044,8.586196
15.699577,-7.1222706
6.517619,-4.516011
14.0423355,2.0021951
13.530353,2.1263418
12.793039,14.627574
-5.7277064,16.987478
-8.241225,-16.225721
-8.673255,2.1845586
19.185928,-4.828955
19.25458,-4.813729
8.84137,-1.4817914
14.058715,1.8591022
8.609842,3.0730312
8.467693,4.725568
4.4287786,1.097238
0.5082482,-9.96538
-8.234011,-16.237751
15.160716,13.5168915
10.255091,-6.0071225
15.464605,-7.0380325
14.0560875,-4.630596
-9.9513855,14.962614
2.0784662,19.756603
6.6493163,9.069453
15.147875,13.195858
8.825268,13.850202
14.096433,-5.3713894
19.696476,4.9030466
12.930126,1.402071
13.158599,1.5880927
-8.278821,4.892563
-11.929338,-1.9720436
19.41355,-4.978464
15.639669,-7.13834
7.3737597,-2.328325
-11.314773,4.764568
4.6222286,19.482698
-12.693074,3.1565804
-9.704847,14.734391
7.507928,-14.851007
1.1726974,20.132456
-8.23239,-16.24158
13.064625,14.362168
2.0932825,19.751268
2.291526,19.573185
0.51274675,-9.965669
-10.151859,7.223211
13.881673,2.5887053
9.242477,-3.9248412
6.605674,-4.3984256
8.977889,-3.7523263
6.305631,22.688541
15.25825,13.316953
13.782318,2.4973593
2.9082732,-6.5709424
20.193333,11.765311
-9.476554,14.162242
15.500513,-7.0875626
-8.223167,-16.255732
19.273746,-4.8449473
11.546634,-6.4984956
-10.975432,-2.4130702
19.73195,4.919544
14.721253,-7.6276784
-9.906101,-8.857585
-3.754467,9.427047
-4.093879,-5.9646716
7.903978,14.281703
-4.1073194,-5.951369
14.977146,-6.6655416
-8.174512,-16.343481
13.240504,-7.3994718
10.2404995,-6.4272985
4.6554027,19.441154
0.9022197,20.06063
1.309008,20.122286
20.668247,-5.815758
-1.542916,19.817019
8.986571,-3.854054
14.575655,-6.41669
10.761267,-6.045544
4.6160383,19.489773
8.903223,-3.8029528
13.289036,1.7458565
13.53772,-5.981739
-8.249839,3.7778814
18.042343,-5.286648
7.43503,-2.3180017
14.957889,-6.6188574
2.3572562,19.492285
12.191487,7.2704124
14.403442,2.5270152
-2.8160677,10.72214
14.11644,1.860458
-4.071721,-13.438205
13.952978,-7.134887
15.341719,-5.912563
-11.933198,-1.976246
-2.84214,2.6342883
12.16334,6.592941
10.599661,-6.0723886
14.880209,-7.530928
12.186184,6.5875344
13.787604,-7.4437046
13.31037,-7.196497
-3.6013808,11.007211
15.184022,13.469611
-8.160654,-16.362932
16.231945,-6.9415812
10.105981,19.283522
-8.770887,1.9646391
-9.911209,-8.853716
-2.7996583,2.662278
10.388605,19.565073
14.74638,-7.615404
7.0627255,-2.0309265
16.17114,-6.9455676
13.649176,-5.966048
-9.6517315,14.515183
-14.545313,-7.251527
20.669876,-5.803996
7.569565,-2.7013354
6.7981386,-4.2051325
-9.4553585,14.131799
2.0803525,19.753801
-8.56278,4.350514
-2.7675054,10.665967
13.599546,-7.33842
12.326176,13.846635
14.498643,13.21263
-9.717083,14.579295
20.203516,11.753311
7.3318095,8.455575
19.075,-4.843475
6.372433,9.794032
20.691692,-5.838278
13.615612,2.043478
-2.8470874,2.631517
-4.105568,-5.9548163
13.077406,1.5234053
19.525486,-4.9723835
-9.481708,14.234257
14.061801,-4.7333775
19.524137,-4.980696
-11.704779,4.429075
7.4419465,-2.3728948
-9.908124,-8.855687
-11.9524765,-1.998323
12.054245,6.4444804
14.8543,13.515179
-9.908517,-8.855608
8.972696,-4.792231
-4.9902034,-5.094726
18.09306,-5.322027
-9.895552,14.780451
17.862423,-5.093461
18.33559,-5.406222
2.7788393,-6.6956534
-8.145674,-16.403708
15.693917,-7.129535
3.2828834,-6.2626348
20.211926,11.74397
17.894575,-5.1265016
18.00072,-5.304421
14.304346,2.5653353
-10.808395,-2.3271494
-2.8308194,10.699025
6.3518267,22.64117
15.014197,-6.7752604
6.450747,-5.3693066
6.3148794,22.678408
18.465086,-5.0964894
14.055982,-4.649351
-14.5464945,-7.25286
-10.222321,-2.4623642
-9.908585,-8.85506
-4.079496,-13.429743
-4.988695,-5.0976086
-8.07439,-16.52104
13.726874,2.435114
7.660368,8.760023
20.700232,-5.834453
12.478426,-5.127364
-4.082274,-5.973464
-9.900661,14.942154
12.863651,14.598658
-8.022553,-16.593904
10.598367,-6.0822673
0.901175,20.002464
-11.695339,4.4110184
14.442178,13.416672
-9.826333,13.981715
-9.911715,14.956026
12.479073,-5.129517
8.42432,13.73392
10.799932,-6.0744963
12.10227,6.7051477
6.513911,-6.406787
-8.022103,-16.59865
8.601353,3.0632784
-9.875785,-8.884508
-10.766995,-2.3599615
-2.780037,10.702053
-8.011841,-16.60709
-8.029891,-16.589207
18.827599,-4.77762
-8.024161,-16.591873
4.6482577,19.449076
13.905026,-7.3345213
8.885098,-1.5248502
-8.024116,-16.592056
-8.011118,-16.606026
-8.023782,-16.592384
-0.74518,19.24843
8.879683,-1.5265237
7.5543265,-14.897392
-12.762728,3.144594
-12.588876,3.084967
8.602292,3.0871127
-8.024179,-16.592073
2.3696113,19.508636
-4.8733473,15.166516
-8.024135,-16.592001
8.486315,4.727686
4.446108,1.1145478
8.891116,-1.5305573
10.126487,-0.8430015
4.632905,1.3018256
5.2629557,3.4702272
0.6143055,-10.0529175
0.2967991,-2.1698732
-0.018056326,3.5268102
-13.680723,-10.8768635
0.261795,-6.759892
-2.7777522,10.699845
-4.9969387,-5.0975733
-10.222131,-2.4626613
8.030768,-6.4024353
-8.033312,-16.581654
-2.0704184,11.456449
-4.1084065,-5.954284
-8.030436,-16.582737
-8.024107,-16.591946
6.309127,-5.271185
10.35529,-6.3619127
-9.814698,3.8041637
14.269132,-7.598447
20.24054,11.7135
-9.900434,-8.861618
14.859716,-6.4496174
-2.449024,11.2152
7.5471787,-14.890278
-4.064607,-13.443594
13.151258,1.6702075
-9.881172,-16.847446
-12.425813,2.628526
-10.780177,-2.3629487
-11.6349125,4.520518
-10.745329,-2.3828342
-9.903452,-8.859323
8.590237,3.2573705
12.958394,1.4365283
18.313921,-5.396096
-0.74021447,19.244644
-4.0585556,-13.448796
-2.7814178,10.693413
-4.0586677,-13.448901
-9.8818035,-16.847864
-4.987377,-5.103409
2.512678,13.143974
20.235,11.718005
7.119138,8.50496
13.246636,-7.3886223
-5.0067625,-5.086479
14.500574,-6.268586
14.070396,-7.05131
18.066544,-4.196133
-1.9813021,20.228926
14.681338,-7.662516
19.757881,4.9909334
8.615805,-3.5003
-9.666408,2.5548723
10.158891,-5.9350457
8.63833,-4.409926
7.3236523,-2.275447
0.9601568,20.07109
4.5860806,19.529821
-9.881198,-16.847446
14.943292,-6.441752
-9.881157,-16.847433
12.867104,14.5879
12.463007,-5.1109676
-8.897642,2.230245
7.944686,14.260002
8.466007,13.711871
-10.049033,12.388477
-12.8767185,3.0559216
-10.243703,-2.4814885
15.525994,9.011762
-4.048818,-13.457498
6.7443085,-4.418063
-9.881182,-16.847452
10.108436,-0.86249745
6.4840546,-4.5812836
15.531663,-7.117008
6.5929747,9.243925
9.73469,-7.249338
6.434526,-6.3954015
13.967074,-7.1039853
-9.591553,13.718074
20.68672,-5.8282127
14.589211,-7.65883
10.184203,-5.925703
19.3042,-3.6063166
-9.554335,13.549278
12.074173,-4.719655
13.732253,2.0288231
-9.555833,7.9126735
19.297544,-3.6099374
-1.4615692,19.806257
2.7921777,-6.682239
6.615069,-4.3932652
11.493085,-2.5494494
8.596889,3.777683
11.947038,14.194332
2.3686473,19.490887
13.667243,2.4204288
7.3697405,8.486047
13.565954,-5.9652267
-9.88113,-16.847435
8.742926,13.611625
0.31469175,-2.164332
0.9003083,20.062563
-8.718757,2.1457102
8.693826,13.626267
2.3903148,19.467793
9.430238,-3.8524244
-8.348902,4.81544
17.998348,-4.0870943
-11.338527,4.7718935
14.584328,-7.6557565
2.4981327,13.155509
-8.751983,2.095433
-3.7642398,5.5665483
-8.260163,4.9120526
14.88569,-7.5184207
2.7594712,-6.715807
2.8607512,-6.623999
14.395134,2.4393585
12.0877,-4.7377524
20.267899,11.68177
-9.881138,-16.847446
10.399071,19.575336
-4.094092,-5.97467
7.1985273,-2.1707718
8.815181,13.829148
13.266684,-7.410657
-9.881155,-16.847448
-4.0416307,-13.463842
6.4259915,9.9055805
14.439403,2.2920465
7.1891036,8.885992
12.252688,13.908198
-2.131578,19.989452
14.066138,-4.6529794
6.4889507,-4.728418
3.294032,-6.252849
-3.7626393,5.567882
-12.459017,2.6670156
7.0657783,-2.0364263
-11.931987,-1.9814479
13.249267,-7.3859777
12.13202,14.695304
9.074496,-2.9710717
20.08999,5.596969
10.310967,-6.0972967
19.296461,-3.6150527
-2.1275132,20.23102
14.051809,1.9995778
-10.136271,7.2431297
18.46439,-5.057077
6.7188125,8.291773
11.898799,-4.524481
18.292358,-5.412124
14.7497015,13.473501
14.863158,13.489771
10.796485,-6.0648756
-3.7667692,5.5639668
12.108192,6.7227693
20.185904,-5.483715
-2.7899342,10.676816
12.187043,6.572295
-2.8375967,2.6354573
-9.588541,13.613912
-8.146265,3.549427
-2.342863,19.952473
6.3216753,22.670645
8.981448,-3.845231
14.97829,-6.6901116
2.7432292,-6.7302113
13.849861,-7.436688
12.48147,-5.129217
-9.867633,-8.883881
20.28376,11.66232
-11.440741,4.714164
